IDENTIDADE;ALVO;STATUS;UF;ESCOLARIDADE;ESTCIV;RENDA;NATUREZA
MC19369;0;inad;SP;primario;solt;6700;prof_liberal
MC19370;1;admpl;SP;primario;outros;573;autonomo
MC19371;1;admpl;SP;secundario;casado;1409;func_publico
MC19372;1;admpl;SP;superior;solt;536;outros
MC19373;0;inad;SP;primario;viuvo;3340;aposentado
MC19374;0;inad;SP;superior;viuvo;6348;prof_liberal
MC19375;1;admpl;SP;superior;viuvo;3204;func_publico
MC19376;1;admpl;SP;secundario;casado;1474;outros
MC19377;1;admpl;SP;superior;solt;15;empregado
MC19378;0;inad;SP;superior;solt;1452;func_publico
MC19379;1;admpl;SP;superior;casado;541;empregado
MC19380;0;inad;SP;secundario;solt;2680;outros
MC19381;0;inad;SP;superior;solt;1;func_publico
MC19382;1;admpl;SP;secundario;casado;3350;func_publico
MC19383;1;admpl;SP;secundario;solt;1264;empregado
MC19384;0;inad;SP;primario;divorciado;676;aposentado
MC19385;1;admpl;SP;secundario;solt;5202;func_publico
MC19386;1;admpl;SP;superior;casado;1340;func_publico
MC19387;0;inad;SP;secundario;viuvo;2587;func_publico
MC19388;1;admpl;SP;primario;solt;804;empregado
MC19389;0;inad;SP;secundario;solt;9648;empregado
MC19390;0;inad;SP;secundario;solt;28001;empregado
MC19391;1;admpl;SP;posgrad;casado;531;empregado
MC19392;1;admpl;SP;superior;casado;786;empregado
MC19393;1;admpl;SP;posgrad;solt;1876;outros
MC19394;1;admpl;SP;superior;solt;1858;empregado
MC19395;0;inad;SP;secundario;outros;1072;func_publico
MC19396;0;inad;SP;superior;casado;2278;aposentado
MC19397;0;inad;SP;superior;solt;1693;func_publico
MC19398;1;admpl;SP;superior;solt;573;outros
MC19399;1;admpl;SP;superior;solt;2680;outros
MC19400;1;admpl;SP;superior;casado;1340;outros
MC19401;1;admpl;SP;superior;solt;2988;func_publico
MC19402;0;inad;SP;superior;casado;1876;aposentado
MC19403;1;admpl;SP;primario;casado;671;empregado
MC19404;1;admpl;SP;primario;solt;670;autonomo
MC19405;1;admpl;SP;posgrad;casado;2680;vivederenda
MC19406;1;admpl;SP;superior;solt;1340;outros
MC19407;1;admpl;SP;superior;solt;2680;empresario
MC19408;0;inad;SP;secundario;solt;104;func_publico
MC19409;0;inad;SP;secundario;solt;2709;empregado
MC19410;0;inad;SP;superior;solt;1447;outros
MC19411;0;inad;SP;primario;solt;3484;outros
MC19412;1;admpl;SP;secundario;solt;5680;empregado
MC19413;0;inad;SP;superior;divorciado;1968;func_publico
MC19414;0;inad;SP;superior;solt;2144;aposentado
MC19415;0;inad;SP;superior;solt;241;empregado
MC19416;1;admpl;SP;superior;solt;938;empregado
MC19417;0;inad;SP;secundario;outros;8040;empregado
MC19418;0;inad;SP;primario;solt;1656;empregado
MC19419;0;inad;SP;primario;solt;1681;aposentado
MC19420;0;inad;SP;secundario;solt;14914;func_publico
MC19421;0;inad;SP;primario;solt;6700;aposentado
MC19422;1;admpl;SP;secundario;solt;5448;vivederenda
MC19423;1;admpl;SP;primario;solt;1340;empregado
MC19424;0;inad;SP;primario;solt;208;empregado
MC19425;1;admpl;MG;posgrad;solt;2717;empregado
MC19426;1;admpl;SP;superior;solt;2278;empresario
MC19427;1;admpl;SP;secundario;casado;2680;empregado
MC19428;1;admpl;SP;secundario;solt;1608;empregado
MC19429;1;admpl;SP;superior;solt;3350;empresario
MC19430;0;inad;SP;superior;solt;1916;outros
MC19431;0;inad;SP;superior;solt;5360;aposentado
MC19432;1;admpl;SP;primario;solt;603;outros
MC19433;0;inad;SP;primario;solt;1658;outros
MC19434;0;inad;MG;secundario;solt;4074;aposentado
MC19435;0;inad;SP;posgrad;casado;4563;empregado
MC19436;1;admpl;SP;superior;viuvo;1235;func_publico
MC19437;0;inad;SP;secundario;solt;1;aposentado
MC19438;0;inad;SP;secundario;casado;3717;func_publico
MC19439;0;inad;SP;superior;solt;4204;empregado
MC19440;1;admpl;SP;secundario;viuvo;13584;func_publico
MC19441;0;inad;SP;superior;solt;944;empregado
MC19442;0;inad;SP;superior;solt;1224;aposentado
MC19443;1;admpl;SP;secundario;solt;7561;empregado
MC19444;0;inad;SP;secundario;solt;1340;prof_liberal
MC19445;0;inad;SP;primario;solt;1672;aposentado
MC19446;1;admpl;SP;primario;casado;755;outros
MC19447;0;inad;SP;superior;solt;6389;empregado
MC19448;1;admpl;SP;secundario;casado;2666;outros
MC19449;0;inad;SP;secundario;solt;2998;outros
MC19450;0;inad;SP;superior;solt;5360;func_publico
MC19451;1;admpl;SP;primario;casado;2010;empregado
MC19452;0;inad;SP;primario;solt;716;func_publico
MC19453;0;inad;SP;secundario;casado;8470;outros
MC19454;0;inad;SP;secundario;solt;6968;outros
MC19455;1;admpl;SP;primario;solt;690;empregado
MC19456;0;inad;SP;secundario;solt;2208;empregado
MC19457;1;admpl;SP;primario;casado;469;empregado
MC19458;0;inad;SP;secundario;solt;4690;aposentado
MC19459;0;inad;SP;posgrad;divorciado;3958;autonomo
MC19460;0;inad;SP;superior;solt;1490;empregado
MC19461;0;inad;SP;secundario;solt;4020;func_publico
MC19462;1;admpl;SP;superior;casado;348;empregado
MC19463;1;admpl;SP;secundario;casado;5380;func_publico
MC19464;1;admpl;SP;primario;casado;795;empregado
MC19465;0;inad;SP;primario;solt;220;empregado
MC19466;0;inad;SP;superior;solt;4690;aposentado
MC19467;1;admpl;SP;superior;solt;1072;func_publico
MC19468;1;admpl;SP;posgrad;solt;506;empregado
MC19469;1;admpl;SP;superior;casado;3350;empregado
MC19470;1;admpl;SP;superior;solt;1460;outros
MC19471;0;inad;SP;secundario;solt;1072;aposentado
MC19472;1;admpl;SP;primario;solt;1054;empregado
MC19473;1;admpl;SP;secundario;solt;530;func_publico
MC19474;1;admpl;SP;secundario;viuvo;2463;empregado
MC19475;1;admpl;SP;superior;casado;1459;outros
MC19476;1;admpl;SP;primario;solt;671;autonomo
MC19477;1;admpl;SP;primario;solt;795;empregado
MC19478;1;admpl;SP;primario;casado;327;empregado
MC19479;1;admpl;SP;primario;casado;938;empregado
MC19480;0;inad;MG;secundario;casado;20000;empregado
MC19481;0;inad;SP;secundario;solt;1401;func_publico
MC19482;1;admpl;SP;superior;casado;723;outros
MC19483;1;admpl;SP;superior;casado;1072;empregado
MC19484;1;admpl;SP;superior;solt;2144;empregado
MC19485;1;admpl;SP;primario;solt;1072;autonomo
MC19486;0;inad;SP;secundario;solt;670;aposentado
MC19487;1;admpl;SP;superior;solt;2546;autonomo
MC19488;0;inad;MG;superior;solt;873;func_publico
MC19489;1;admpl;SP;secundario;solt;925;outros
MC19490;0;inad;SP;posgrad;solt;6988;empregado
MC19491;1;admpl;SP;secundario;casado;3192;empregado
MC19492;1;admpl;SP;posgrad;casado;561;empregado
MC19493;0;inad;SP;superior;solt;802;empregado
MC19494;1;admpl;SP;secundario;casado;777;outros
MC19495;0;inad;SP;secundario;solt;6700;outros
MC19496;1;admpl;SP;superior;casado;648;empregado
MC19497;1;admpl;SP;superior;casado;670;outros
MC19498;1;admpl;SP;superior;solt;670;empregado
MC19499;1;admpl;SP;superior;solt;804;empregado
MC19500;1;admpl;SP;superior;casado;804;empregado
MC19501;1;admpl;SP;superior;casado;698;empregado
MC19502;1;admpl;SP;primario;solt;5360;empregado
MC19503;1;admpl;SP;primario;solt;541;empregado
MC19504;1;admpl;SP;superior;solt;1031;empregado
MC19505;1;admpl;SP;primario;solt;670;empregado
MC19506;1;admpl;SP;primario;solt;1211;outros
MC19507;0;inad;SP;superior;solt;672;empregado
MC19508;0;inad;SP;superior;solt;3752;outros
MC19509;1;admpl;SP;secundario;solt;4690;outros
MC19510;1;admpl;SP;superior;solt;2680;outros
MC19511;1;admpl;SP;posgrad;viuvo;4020;empregado
MC19512;1;admpl;SP;superior;solt;1608;func_publico
MC19513;0;inad;SP;superior;solt;2063;empregado
MC19514;1;admpl;SP;primario;solt;1265;empregado
MC19515;1;admpl;SP;primario;casado;659;empregado
MC19516;1;admpl;SP;primario;casado;82;empregado
MC19517;1;admpl;SP;superior;casado;509;outros
MC19518;0;inad;SP;superior;solt;348;aposentado
MC19519;1;admpl;SP;secundario;casado;52;empregado
MC19520;1;admpl;SP;superior;solt;1407;empregado
MC19521;1;admpl;SP;secundario;solt;1340;empregado
MC19522;1;admpl;SP;superior;casado;2680;empregado
MC19523;0;inad;SP;secundario;casado;5338;empregado
MC19524;1;admpl;SP;superior;casado;412;outros
MC19525;1;admpl;SP;secundario;solt;6700;vivederenda
MC19526;1;admpl;SP;primario;casado;1035;empregado
MC19527;1;admpl;SP;superior;casado;1662;empregado
MC19528;1;admpl;SP;superior;casado;2144;empregado
MC19529;1;admpl;SP;secundario;casado;4355;outros
MC19530;1;admpl;SP;superior;solt;715;func_publico
MC19531;1;admpl;SP;superior;casado;1045;prof_liberal
MC19532;1;admpl;SP;superior;casado;2680;empregado
MC19533;0;inad;SP;superior;solt;1541;empregado
MC19534;1;admpl;SP;secundario;solt;6700;empregado
MC19535;1;admpl;SP;secundario;solt;2680;empresario
MC19536;1;admpl;SP;secundario;casado;1608;vivederenda
MC19537;0;inad;SP;superior;divorciado;5360;aposentado
MC19538;1;admpl;SP;secundario;casado;2130;empregado
MC19539;1;admpl;SP;secundario;solt;6432;outros
MC19540;1;admpl;SP;posgrad;casado;4824;prof_liberal
MC19541;1;admpl;SP;posgrad;casado;2412;outros
MC19542;1;admpl;SP;secundario;casado;907;empregado
MC19543;1;admpl;SP;superior;solt;1876;outros
MC19544;0;inad;SP;superior;solt;4177;empregado
MC19545;0;inad;SP;posgrad;solt;1340;empregado
MC19546;0;inad;SP;superior;solt;4817;empregado
MC19547;1;admpl;SP;secundario;solt;3486;empregado
MC19548;1;admpl;SP;superior;solt;876;empregado
MC19549;1;admpl;SP;superior;solt;1246;empregado
MC19550;1;admpl;SP;superior;solt;6700;outros
MC19551;1;admpl;SP;superior;solt;1333;empregado
MC19552;1;admpl;SP;superior;casado;763;outros
MC19553;1;admpl;SP;secundario;casado;2939;empregado
MC19554;1;admpl;SP;superior;casado;469;empregado
MC19555;1;admpl;SP;secundario;casado;746;empregado
MC19556;1;admpl;SP;superior;casado;825;empregado
MC19557;1;admpl;SP;superior;solt;938;empregado
MC19558;1;admpl;SP;primario;solt;916;empregado
MC19559;1;admpl;SP;superior;solt;2588;outros
MC19560;1;admpl;SP;superior;casado;737;empregado
MC19561;1;admpl;SP;superior;casado;804;empregado
MC19562;1;admpl;SP;superior;casado;1703;empregado
MC19563;1;admpl;SP;superior;casado;1072;empregado
MC19564;1;admpl;SP;secundario;casado;1608;autonomo
MC19565;1;admpl;SP;superior;solt;853;empregado
MC19566;1;admpl;SP;superior;casado;825;func_publico
MC19567;1;admpl;SP;secundario;casado;2680;outros
MC19568;1;admpl;SP;primario;solt;1474;outros
MC19569;1;admpl;SP;secundario;solt;2010;autonomo
MC19570;1;admpl;SP;superior;solt;1737;empregado
MC19571;1;admpl;SP;superior;casado;1305;outros
MC19572;1;admpl;SP;secundario;casado;4570;empregado
MC19573;0;inad;SP;secundario;viuvo;2051;func_publico
MC19574;1;admpl;SP;superior;solt;916;empregado
MC19575;1;admpl;SP;primario;solt;1608;empregado
MC19576;1;admpl;SP;superior;solt;2010;outros
MC19577;1;admpl;SP;superior;casado;782;empregado
MC19578;1;admpl;SP;secundario;casado;1775;outros
MC19579;1;admpl;SP;posgrad;solt;2709;outros
MC19580;1;admpl;SP;secundario;casado;4140;outros
MC19581;0;inad;SP;secundario;viuvo;4020;func_publico
MC19582;1;admpl;SP;secundario;solt;1665;func_publico
MC19583;1;admpl;SP;posgrad;solt;2010;autonomo
MC19584;1;admpl;SP;secundario;casado;2455;empregado
MC19585;0;inad;SP;superior;solt;1361;empregado
MC19586;1;admpl;SP;secundario;solt;1340;empresario
MC19587;1;admpl;SP;posgrad;solt;2680;empregado
MC19588;1;admpl;SP;secundario;viuvo;2160;func_publico
MC19589;1;admpl;SP;secundario;solt;1072;empregado
MC19590;1;admpl;SP;secundario;solt;6700;func_publico
MC19591;1;admpl;SP;secundario;casado;1223;vivederenda
MC19592;1;admpl;SP;superior;solt;670;empregado
MC19593;0;inad;SP;primario;viuvo;1072;empregado
MC19594;0;inad;SP;secundario;solt;9380;empresario
MC19595;0;inad;SP;secundario;solt;4501;outros
MC19596;0;inad;SP;secundario;casado;7948;func_publico
MC19597;0;inad;SP;secundario;solt;1340;aposentado
MC19598;0;inad;SP;secundario;solt;6771;empregado
MC19599;1;admpl;SP;superior;solt;657;aposentado
MC19600;0;inad;SP;superior;solt;8442;autonomo
MC19601;0;inad;SP;secundario;solt;2680;func_publico
MC19602;0;inad;SP;secundario;solt;351;empregado
MC19603;0;inad;SP;primario;solt;1876;empregado
MC19604;0;inad;SP;secundario;viuvo;2680;empregado
MC19605;0;inad;SP;superior;solt;6700;aposentado
MC19606;1;admpl;SP;primario;solt;1340;empregado
MC19607;1;admpl;SP;secundario;casado;4543;func_publico
MC19608;0;inad;SP;secundario;casado;4073;outros
MC19609;1;admpl;SP;secundario;solt;2597;empregado
MC19610;1;admpl;SP;primario;casado;761;empregado
MC19611;1;admpl;SP;primario;solt;134;empregado
MC19612;0;inad;SP;primario;solt;1063;empregado
MC19613;0;inad;SP;secundario;divorciado;1459;func_publico
MC19614;1;admpl;SP;secundario;casado;26800;func_publico
MC19615;1;admpl;PR;superior;casado;873;vivederenda
MC19616;0;inad;SP;superior;solt;804;empregado
MC19617;1;admpl;SP;primario;casado;1382;outros
MC19618;0;inad;SP;superior;solt;959;func_publico
MC19619;0;inad;SP;secundario;casado;5883;func_publico
MC19620;0;inad;PR;superior;casado;635;func_publico
MC19621;0;inad;SP;superior;solt;670;outros
MC19622;0;inad;SP;secundario;solt;3954;empregado
MC19623;1;admpl;SP;secundario;solt;6030;func_publico
MC19624;1;admpl;SP;secundario;casado;1145;outros
MC19625;1;admpl;SP;secundario;casado;6030;vivederenda
MC19626;0;inad;SP;superior;solt;950;empregado
MC19627;0;inad;SP;secundario;solt;10072;empregado
MC19628;0;inad;SP;superior;solt;1072;outros
MC19629;0;inad;SP;posgrad;solt;791;empregado
MC19630;0;inad;SP;secundario;casado;2137;aposentado
MC19631;1;admpl;MG;secundario;solt;3654;empregado
MC19632;0;inad;SP;superior;solt;2278;aposentado
MC19633;1;admpl;MG;primario;viuvo;2144;outros
MC19634;0;inad;SP;primario;casado;857;aposentado
MC19635;0;inad;SP;secundario;casado;2053;func_publico
MC19636;0;inad;SP;secundario;solt;8538;func_publico
MC19637;1;admpl;SP;secundario;solt;8686;empregado
MC19638;0;inad;SP;superior;solt;1683;empregado
MC19639;0;inad;SP;posgrad;solt;8629;empregado
MC19640;0;inad;SP;primario;solt;6640;empregado
MC19641;0;inad;SP;secundario;solt;3752;outros
MC19642;0;inad;SP;superior;viuvo;9380;empregado
MC19643;0;inad;SP;secundario;solt;6970;empregado
MC19644;0;inad;SP;secundario;solt;8844;outros
MC19645;1;admpl;SP;primario;solt;671;empregado
MC19646;0;inad;SP;secundario;solt;5356;func_publico
MC19647;1;admpl;SP;secundario;solt;3548;func_publico
MC19648;1;admpl;SP;secundario;solt;8040;outros
MC19649;0;inad;SP;superior;solt;4690;outros
MC19650;0;inad;SP;superior;solt;2546;aposentado
MC19651;0;inad;SP;secundario;solt;6234;empregado
MC19652;0;inad;MG;secundario;solt;10206;empregado
MC19653;0;inad;SP;primario;solt;4798;empregado
MC19654;0;inad;SP;superior;viuvo;2804;func_publico
MC19655;0;inad;SP;secundario;solt;2338;func_publico
MC19656;0;inad;SP;secundario;solt;83014;aposentado
MC19657;0;inad;SP;secundario;solt;4824;empregado
MC19658;1;admpl;SP;primario;solt;6700;empregado
MC19659;1;admpl;SP;superior;solt;1932;empregado
MC19660;1;admpl;SP;superior;solt;1447;func_publico
MC19661;0;inad;SP;secundario;solt;4015;func_publico
MC19662;1;admpl;SP;secundario;solt;2702;prof_liberal
MC19663;1;admpl;SP;secundario;casado;3171;empregado
MC19664;1;admpl;SP;superior;solt;2010;empregado
MC19665;1;admpl;SP;secundario;solt;1139;empregado
MC19666;1;admpl;SP;superior;casado;452;outros
MC19667;1;admpl;SP;secundario;solt;1340;autonomo
MC19668;1;admpl;SP;superior;solt;787;func_publico
MC19669;1;admpl;SP;secundario;solt;3350;autonomo
MC19670;1;admpl;SP;posgrad;solt;2426;empregado
MC19671;1;admpl;SP;primario;solt;46632;outros
MC19672;1;admpl;SP;secundario;solt;506;func_publico
MC19673;1;admpl;SP;primario;solt;313;empregado
MC19674;0;inad;SP;primario;solt;1333;func_publico
MC19675;1;admpl;SP;superior;solt;442;empregado
MC19676;0;inad;SP;primario;solt;1058;aposentado
MC19677;1;admpl;SP;superior;solt;3350;autonomo
MC19678;0;inad;SP;posgrad;solt;12060;empresario
MC19679;0;inad;SP;primario;casado;723;aposentado
MC19680;1;admpl;SP;primario;solt;2010;empregado
MC19681;0;inad;SP;secundario;solt;11470;func_publico
MC19682;0;inad;SP;secundario;solt;1938;func_publico
MC19683;0;inad;SP;secundario;solt;1419;func_publico
MC19684;1;admpl;SP;superior;solt;710;empregado
MC19685;0;inad;SP;secundario;solt;3337;aposentado
MC19686;0;inad;SP;superior;divorciado;3618;empresario
MC19687;1;admpl;SP;posgrad;solt;3319;empregado
MC19688;1;admpl;SP;superior;solt;1222;func_publico
MC19689;1;admpl;SP;superior;divorciado;589;empregado
MC19690;0;inad;SP;secundario;solt;33;func_publico
MC19691;0;inad;SP;secundario;solt;2412;empregado
MC19692;0;inad;SP;secundario;solt;13400;empregado
MC19693;0;inad;SP;secundario;casado;3350;aposentado
MC19694;0;inad;MG;primario;outros;655;func_publico
MC19695;0;inad;MG;secundario;solt;1488;func_publico
MC19696;0;inad;MG;secundario;divorciado;851;empregado
MC19697;0;inad;SP;secundario;casado;1921;empregado
MC19698;0;inad;SP;secundario;solt;7383;empregado
MC19699;1;admpl;MG;primario;solt;1474;autonomo
MC19700;1;admpl;MG;secundario;solt;3027;empregado
MC19701;1;admpl;SP;primario;solt;804;func_publico
MC19702;0;inad;SP;secundario;casado;4634;aposentado
MC19703;1;admpl;MG;superior;casado;1216;outros
MC19704;0;inad;MG;secundario;casado;1669;func_publico
MC19705;0;inad;MG;superior;casado;268;empregado
MC19706;0;inad;MG;secundario;solt;923;func_publico
MC19707;0;inad;MG;secundario;casado;2407;vivederenda
MC19708;1;admpl;MG;secundario;solt;4783;empregado
MC19709;1;admpl;MG;posgrad;solt;1006;func_publico
MC19710;1;admpl;MG;secundario;casado;4343;func_publico
MC19711;0;inad;SP;superior;outros;8892;empregado
MC19712;0;inad;MG;secundario;casado;1334;func_publico
MC19713;1;admpl;MG;secundario;casado;4213;empregado
MC19714;1;admpl;SP;superior;solt;2190;empregado
MC19715;0;inad;SP;primario;casado;2412;outros
MC19716;1;admpl;SP;primario;solt;2680;outros
MC19717;1;admpl;SP;superior;casado;1474;empregado
MC19718;0;inad;MG;primario;solt;118;empregado
MC19719;0;inad;SP;superior;solt;5360;outros
MC19720;0;inad;SP;superior;solt;1608;empregado
MC19721;0;inad;MG;primario;solt;2011;outros
MC19722;0;inad;SP;superior;solt;1340;empregado
MC19723;1;admpl;SP;secundario;casado;1474;aposentado
MC19724;0;inad;SP;superior;solt;2363;outros
MC19725;0;inad;SP;superior;solt;1340;aposentado
MC19726;1;admpl;MG;secundario;solt;8296;func_publico
MC19727;0;inad;MG;secundario;solt;1195;empregado
MC19728;0;inad;MG;secundario;solt;2014;empregado
MC19729;0;inad;SP;superior;solt;1273;func_publico
MC19730;1;admpl;MG;superior;casado;1460;func_publico
MC19731;0;inad;MG;secundario;casado;1333;func_publico
MC19732;1;admpl;SP;superior;casado;1072;empregado
MC19733;0;inad;SP;secundario;solt;23164;aposentado
MC19734;0;inad;MG;primario;solt;994;outros
MC19735;0;inad;SP;secundario;solt;4690;empregado
MC19736;0;inad;SP;secundario;solt;45362;empregado
MC19737;1;admpl;MG;secundario;solt;4041;vivederenda
MC19738;1;admpl;SP;superior;casado;761;outros
MC19739;1;admpl;SP;superior;solt;469;outros
MC19740;1;admpl;SP;secundario;solt;6700;func_publico
MC19741;1;admpl;SP;superior;solt;1392;func_publico
MC19742;1;admpl;SP;secundario;solt;234;empregado
MC19743;1;admpl;SP;secundario;solt;6167;empregado
MC19744;0;inad;SP;primario;divorciado;3088;aposentado
MC19745;0;inad;SP;superior;divorciado;1340;aposentado
MC19746;1;admpl;SP;secundario;solt;2010;func_publico
MC19747;1;admpl;SP;primario;casado;548;empregado
MC19748;1;admpl;SP;secundario;casado;1583;func_publico
MC19749;1;admpl;SP;secundario;casado;918;empregado
MC19750;1;admpl;SP;superior;casado;4020;empregado
MC19751;1;admpl;SP;secundario;casado;1340;outros
MC19752;1;admpl;SP;secundario;viuvo;871;empregado
MC19753;0;inad;SP;secundario;solt;2921;empregado
MC19754;1;admpl;SP;primario;solt;1340;empregado
MC19755;1;admpl;SP;posgrad;solt;3082;outros
MC19756;0;inad;MG;primario;solt;804;autonomo
MC19757;0;inad;SP;superior;solt;1535;aposentado
MC19758;1;admpl;SP;posgrad;casado;1608;vivederenda
MC19759;0;inad;MG;superior;casado;782;aposentado
MC19760;1;admpl;SP;secundario;solt;8066;empregado
MC19761;1;admpl;SP;superior;solt;696;empregado
MC19762;1;admpl;SP;superior;solt;968;empregado
MC19763;1;admpl;SP;superior;solt;670;outros
MC19764;1;admpl;SP;secundario;outros;2815;outros
MC19765;0;inad;SP;superior;outros;833;empregado
MC19766;1;admpl;SP;secundario;solt;149;empregado
MC19767;1;admpl;SP;secundario;casado;171;empregado
MC19768;0;inad;MG;secundario;solt;1610;func_publico
MC19769;1;admpl;SP;primario;solt;2546;empregado
MC19770;1;admpl;SP;primario;casado;1340;empregado
MC19771;1;admpl;MG;secundario;casado;3185;func_publico
MC19772;1;admpl;SP;superior;solt;4020;autonomo
MC19773;1;admpl;SP;superior;casado;806;empregado
MC19774;1;admpl;SP;superior;casado;1077;empregado
